location,country_id,city,state
1087,1,Kallang,Singapore
1088,1,Tuas,Singapore
1089,1,Ang Mo Kio,Singapore
1090,1,Orchard,Singapore
1091,1,Pasir Ris,Singapore
1092,1,Geylang,Singapore
1093,1,Hougang,Singapore
1094,1,Suntec,Singapore
1095,1,East Coast,Singapore
1096,1,Bukit Timah,Singapore
1097,1,MacPherson,Singapore
1098,1,Marina Bay,Singapore
1099,1,City Hall,Singapore
1100,1,Queenstown,Singapore
1101,1,Bukit Merah,Singapore
1102,1,Ubi,Singapore
1103,1,Tiong Bahru Estate,Singapore
1104,1,Choa Chu Kang,Singapore
1105,1,Novena,Singapore
1106,1,Changi,Singapore
1107,1,Serangoon,Singapore
1108,1,West Singapore,Singapore
1109,1,Yishun,Singapore
1110,1,Tampines,Singapore
1111,1,North-East Singapore,Singapore
1112,1,Tanglin,Singapore
1113,1,Raffles,Singapore
1114,1,Central Business District,Singapore
1115,1,Shenton Way,Singapore
