timestamp,jobID,job,company,attempted,result
2020-09-10 13:03:15.020519,2151646046,Business Intelligence DataWarehouse,Ryanair - Europe's Favourite Airline,True,False

2020-09-10 13:04:58.983177,1909875266,"Director, Solution Consulting",Pegasystems,True,True

2020-09-10 13:05:13.905437,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-10 13:05:40.127489,2011244008,Senior Data Analyst (FTTH Telco),Arca.,True,True

2020-09-10 13:05:55.447970,2011363922,"Data Analyst, SAS Programming - Python",IQVIA,False,False

2020-09-10 13:06:10.771972,2011286105,Data Analyst Customer Interaction,ING Espaï¿½a&Portugal,False,False

2020-09-10 13:06:26.025444,1964142682,Data Analyst - 6 month Contract - Large Tech Company - Madrid,Orbis Consultants,False,False

2020-09-11 13:16:27.278338,2010185154,DevOps Engineer,SoYou_Bankia,True,True

2020-09-11 13:16:42.562855,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-11 13:17:09.030587,1989041641,BIG DATA ARCHITECT,Majorel Spain Job,True,True

2020-09-11 13:17:24.891482,1990255850,Data Scientist Junior,Strategy Big Data,False,False

2020-09-11 13:17:55.980110,2022995533,Desarrollador BI - Microstrategy,Innova-tsn,True,True

2020-09-11 13:18:21.804628,2011562450,Ingeniero/a de datos,Empresa Confidencial,True,True

2020-09-11 13:18:48.149900,2011593333,Programador SQL,BNP Paribas Personal Finance,True,True

2020-09-11 13:20:42.234973,2022325025,Information Technology Business Analyst,Net Talent,True,True

2020-09-11 13:20:57.512172,1909875266,"Director, Solution Consulting",Pegasystems,False,False

2020-09-11 13:21:13.647288,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-11 13:21:29.171553,2011363922,Data Analyst German Speaker,IQVIA,False,False

2020-09-11 13:21:55.218670,2023671541,Statistical Analyst/DBA,IRIUM,True,True

2020-09-11 13:22:12.139036,2011286105,Data Analyst Customer Interaction,ING Espaï¿½a&Portugal,False,False

2020-09-11 13:23:59.532420,2006520930,Senior Data Engineer - Digital Hub,Ferrovial,True,True

2020-09-11 13:24:14.866790,2011285318,Data Engineer,Paradigma Digital,False,False

2020-09-11 13:24:41.354935,1991159116,Data Integration Engineer (ETL),Hays,True,True

2020-09-11 13:25:13.744466,1990942383,Data Engineer,Montarelo Consulting,True,False

2020-09-11 13:25:40.318900,1989511155,Data Engineer BI BigData,Linea Directa Aseguradora,True,True

2020-09-11 13:26:12.512851,2011545333,Data Engineer,Business & Decision,True,False

2020-09-11 13:26:28.768899,1990129436,Data Engineer,Ontruck,False,False

2020-09-11 13:28:06.623872,2006520930,Senior Data Engineer - Digital Hub,Ferrovial,False,False

2020-09-11 13:28:23.384125,1990255850,Data Scientist Junior,Strategy Big Data,False,False

2020-09-11 13:28:39.296777,2010779052,Junior Data Scientist - R&D Engineer,Pix4D,False,False

2020-09-11 13:29:09.313068,1990942383,Data Engineer,Montarelo Consulting,True,False

2020-09-11 13:29:25.464906,2011254160,Data Scientist,Daimler Group Services Madrid,False,False

2020-09-11 13:29:52.513601,2002030870,Data Scientist,SoYou_Bankia,True,True

2020-09-11 13:30:09.048207,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-11 13:31:54.785979,2150330727,Power BI Consultant,Bluetab Solutions,True,True

2020-09-11 13:32:10.241819,1997539687,Consultor/a Power BI,DXC Technology,False,False

2020-09-11 13:32:25.542101,2022995533,Desarrollador BI - Microstrategy,Innova-tsn,False,False

2020-09-11 13:32:41.094479,2010335374,Visualizaciï¿½n Azure Power Bi,everis,False,False

2020-09-11 13:32:56.544822,2011176088,Arquitecto de Datos BI,UNIR - La Universidad en Internet,False,False

2020-09-11 13:33:12.164168,2012647515,Business Intelligence Consultant,Visualitics,False,False

2020-09-11 13:33:27.232754,2011134365,Business Intelligence Analyst,JUST EAT,False,False

2020-09-12 16:58:38.439191,2011562592,Beca Big Data. Scala Spark,Capgemini,True,True

2020-09-12 16:58:54.789153,1998149634,Data Analytics / Data Scientist,Evolutio Empowering the cloud,False,False

2020-09-12 16:59:20.821654,2019339369,Programador Java-Spark (Big Data),FDS a DXC Technology Company,True,True

2020-09-12 16:59:50.638037,2023684690,Data Engineer,Sogeti,True,True

2020-09-12 17:00:20.216490,2011545333,Data Engineer,Business & Decision,True,False

2020-09-12 17:00:35.259332,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-12 17:02:11.973387,2002165349,Programador Python,Innova-tsn,False,False

2020-09-12 17:02:26.972861,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-12 17:02:42.078110,2022995533,Desarrollador BI - Microstrategy,Innova-tsn,False,False

2020-09-12 17:02:58.041883,2011562450,Ingeniero/a de datos,Empresa Confidencial,False,False

2020-09-12 17:03:23.907255,2008119100,Artificial Intelligence Strategy Analyst,everis,True,True

2020-09-12 17:03:53.146195,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-12 17:05:27.480125,2150330727,Power BI Consultant,Bluetab Solutions,False,False

2020-09-12 17:05:42.717600,2010335374,Visualizaciï¿½n Azure Power Bi,everis,False,False

2020-09-12 17:05:58.323428,2011562450,Ingeniero/a de datos,Empresa Confidencial,False,False

2020-09-12 17:06:13.517899,2011176088,Arquitecto de Datos BI,UNIR - La Universidad en Internet,False,False

2020-09-12 17:06:29.013393,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-12 17:06:44.480768,2012647515,Business Intelligence Consultant,Visualitics,False,False

2020-09-12 17:08:36.706618,2006296448,IT Business Analyst (Feature Engineer),ING Espaï¿½a&Portugal,True,True

2020-09-12 17:08:51.976812,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-12 17:09:07.156736,2011268679,Business Analyst - Behaviour Driven Development (BDD),everis,False,False

2020-09-12 17:09:22.376473,2011244008,Senior Data Analyst (FTTH Telco),Arca.,False,False

2020-09-12 17:09:36.966857,2023671541,Statistical Analyst/DBA,IRIUM,False,False

2020-09-12 17:09:51.734127,2011286105,Data Analyst Customer Interaction,ING Espaï¿½a&Portugal,False,False

2020-09-12 17:11:25.680989,1697747240,Software Engineer,"CDS, a Hewlett Packard Enterprise company",False,False

2020-09-12 17:11:41.038110,2011521423,Desarrollador Big Data,StratioBD,False,False

2020-09-12 17:12:10.452249,1944172847,Software Engineer,VIPERA Plc,True,False

2020-09-12 17:12:25.904900,2023684690,Data Engineer,Sogeti,False,False

2020-09-12 17:12:54.465779,2011545333,Data Engineer,Business & Decision,True,False

2020-09-12 17:13:24.170195,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-13 19:30:30.491308,1998149634,Data Analytics / Data Scientist,Evolutio Empowering the cloud,False,False

2020-09-13 19:30:46.065374,2006520930,Senior Data Engineer - Digital Hub,Ferrovial,False,False

2020-09-13 19:31:01.098168,2023684690,Data Engineer,Sogeti,False,False

2020-09-13 19:31:31.882991,2011545333,Data Engineer,Business & Decision,True,False

2020-09-13 19:31:56.542787,2011330357,Data Engineer Azure (100% telecommuting),UST Global Espaï¿½a,True,True

2020-09-13 19:32:11.685568,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-13 19:33:47.066723,1909875266,"Director, Solution Consulting",Pegasystems,False,False

2020-09-13 19:34:01.974528,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-13 19:34:17.224957,2011268679,Business Analyst - Behaviour Driven Development (BDD),everis,False,False

2020-09-13 19:34:32.050641,2023671541,Statistical Analyst/DBA,IRIUM,False,False

2020-09-13 19:34:47.306715,2011286105,Data Analyst Customer Interaction,ING Espaï¿½a&Portugal,False,False

2020-09-13 19:35:02.590592,1964142682,Data Analyst - 6 month Contract - Large Tech Company - Madrid,Orbis Consultants,False,False

2020-09-13 19:36:36.848686,1909875266,"Director, Solution Consulting",Pegasystems,False,False

2020-09-13 19:36:52.158617,2150330727,Power BI Consultant,Bluetab Solutions,False,False

2020-09-13 19:37:21.985238,2011594864,Comercial Senior IT - Business Developer IT,Grupo ICA,True,False

2020-09-13 19:37:37.252680,2011562450,Ingeniero/a de datos,Empresa Confidencial,False,False

2020-09-13 19:37:52.181205,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-13 19:38:06.970451,2011134365,Business Intelligence Analyst,JUST EAT,False,False

2020-09-13 19:39:41.997811,2002165349,Programador Python,Innova-tsn,False,False

2020-09-13 19:40:07.310070,1912560905,NLP platform developer,Savana Mï¿½dica,True,True

2020-09-13 19:40:22.629799,2011562450,Ingeniero/a de datos,Empresa Confidencial,False,False

2020-09-13 19:40:52.760317,1989263961,Programador Blockchain,Gfi Espaï¿½a,True,True

2020-09-13 19:41:21.197525,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-13 19:43:05.696901,2002029167,Software Engineer Blockchain,Experis Espaï¿½a,True,True

2020-09-13 19:43:20.589182,2023684690,Data Engineer,Sogeti,False,False

2020-09-13 19:43:35.530194,1989511155,Data Engineer BI BigData,Linea Directa Aseguradora,False,False

2020-09-13 19:44:05.837275,2011545333,Data Engineer,Business & Decision,True,False

2020-09-13 19:44:34.903809,2013499512,Java Software Engineer,Innovery Espaï¿½a S.L.U.,True,False

2020-09-13 19:45:03.973088,2009559130,Rendering Software Engineer,SEDDI,True,False

2020-09-13 19:45:32.582165,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-14 13:42:07.717491,2002165349,Programador Python,Innova-tsn,False,False

2020-09-14 13:42:23.371758,1958222087,Full Stack - Front (Python),Strategy Big Data,False,False

2020-09-14 13:42:52.088054,2011635112,DESARROLLADOR FULL STACK,Global Alumni,True,False

2020-09-14 13:43:07.284609,2011593333,Programador SQL,BNP Paribas Personal Finance,False,False

2020-09-14 13:43:33.226509,2011383542,Senior Fullstack Developer (Python),Claire Joster,True,True

2020-09-14 13:44:03.841431,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-14 13:45:53.296775,1908881506,Java Software Engineer,May Business Consulting,True,False

2020-09-14 13:46:08.575023,1697747240,Software Engineer,"CDS, a Hewlett Packard Enterprise company",False,False

2020-09-14 13:46:38.149660,1912568843,Data Engineer (Open to Remote working),Savana Mï¿½dica,True,False

2020-09-14 13:47:02.966891,2011137934,DATA ENGINEER SPARK + HADOOP,SICPA,True,True

2020-09-14 13:47:18.131690,2023684690,Data Engineer,Sogeti,False,False

2020-09-14 13:47:46.872031,2011545333,Data Engineer,Business & Decision,True,False

2020-09-14 13:48:15.561300,2023613246,Data Engineer,YGroup Companies,True,False

2020-09-14 13:49:51.025211,1909875266,"Director, Solution Consulting",Pegasystems,False,False

2020-09-14 13:50:06.145852,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-14 13:50:21.177130,2011244008,Senior Data Analyst (FTTH Telco),Arca.,False,False

2020-09-14 13:50:36.685143,2011363922,Data Analyst German Speaker,IQVIA,False,False

2020-09-14 13:51:05.898657,2011631796,BUSINESS ANALYST,Axactor Spain,True,False

2020-09-14 13:51:30.633124,2023817017,Business Analyst,Orbis Consultants,True,True

2020-09-14 13:53:04.311116,2150330727,Power BI Consultant,Bluetab Solutions,False,False

2020-09-14 13:53:19.400179,2010335374,Visualizaciï¿½n Azure Power Bi,everis,False,False

2020-09-14 13:53:45.172514,2019371674,Cyber Security Architect / Consultant,Airbus,True,True

2020-09-14 13:54:00.210691,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-14 13:54:15.240121,2012647515,Business Intelligence Consultant,Visualitics,False,False

2020-09-14 13:54:30.475301,2011134365,Business Intelligence Analyst,JUST EAT,False,False

2020-09-14 13:56:27.080113,2150260899,Computer Vision/ Machine Learning Engineer,Geomni UK,True,False

2020-09-14 13:56:51.678253,2013766822,Senior data scientist - + 4 years exp (till end of 2021),Montreal Associates,True,True

2020-09-14 13:57:16.209597,1809141101,Junior Technology Consultant,Minsait,True,True

2020-09-14 13:57:31.162852,1954005134,Cloud Data Engineer Azure,everis,False,False

2020-09-14 13:58:01.348384,2011545333,Data Engineer,Business & Decision,True,False

2020-09-14 13:58:16.462993,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-15 13:16:51.830226,1998149634,Data Analytics / Data Scientist,Evolutio Empowering the cloud,False,False

2020-09-15 13:17:07.565976,2006520930,Senior Data Engineer - Digital Hub,Ferrovial,False,False

2020-09-15 13:17:36.907223,2150497607,Data Science Researcher,Omnidoctor,True,False

2020-09-15 13:17:51.774931,1809141101,Junior Technology Consultant,Minsait,False,False

2020-09-15 13:18:17.124510,2011328014,Technical Architect,Savana Mï¿½dica,True,True

2020-09-15 13:18:32.088898,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-15 13:20:07.367649,2016947813,Big Data Analyst,Claire Joster,False,False

2020-09-15 13:20:22.368730,2011268679,Business Analyst - Behaviour Driven Development (BDD),everis,False,False

2020-09-15 13:20:37.433088,2011244008,Senior Data Analyst (FTTH Telco),Arca.,False,False

2020-09-15 13:20:52.777268,2011363922,Data Analyst German Speaker,IQVIA,False,False

2020-09-15 13:21:22.040624,2011631796,BUSINESS ANALYST,Axactor Spain,True,False

2020-09-15 13:21:37.276210,2011286105,Data Analyst Customer Interaction,ING Espaï¿½a&Portugal,False,False

2020-09-15 13:23:10.887340,2150330727,Power BI Consultant,Bluetab Solutions,False,False

2020-09-15 13:23:25.840900,2022995533,Consultor/Desarrollo MICROSTRATEGY,Innova-tsn,False,False

2020-09-15 13:23:59.030850,2011293242,Process Reengineering Consultant - Freelance,Talan,True,True

2020-09-15 13:24:14.056479,2011176088,Arquitecto de Datos BI,UNIR - La Universidad en Internet,False,False

2020-09-15 13:24:28.940548,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False

2020-09-15 13:24:44.376072,2012647515,Business Intelligence Consultant,Visualitics,False,False

2020-09-15 13:24:59.404769,2011134365,Business Intelligence Analyst,JUST EAT,False,False

2020-09-15 13:26:48.120792,2011648007,BI DEVELOPER,IECISA,True,True

2020-09-15 13:27:16.905503,2162541518,Python Developer,Adtuo,True,True

2020-09-15 13:27:45.796945,2011545333,Data Engineer,Business & Decision,True,False

2020-09-15 13:28:15.019940,2010153271,Programador/a JAVA,Innova-tsn,True,True

2020-09-15 13:28:44.481238,2150494655,Analista Programador JAVA,Qaracter - Beyond your Challenge,True,True

2020-09-15 13:30:19.254577,2006520930,Senior Data Engineer - Digital Hub,Ferrovial,False,False

2020-09-15 13:30:34.334788,2011445130,Data Engineer,SoYou_Bankia,False,False

2020-09-15 13:31:03.315547,1912568843,Data Engineer (Open to Remote working),Savana Mï¿½dica,True,False

2020-09-15 13:31:30.989596,1996438065,Data Engineer,Ryanair - Europe's Favourite Airline,True,False

2020-09-15 13:31:56.299162,1994130545,Data Scientist / ML Engineer,Decathlon Deutschland,True,False

2020-09-15 13:32:24.998746,2011545333,Data Engineer,Business & Decision,True,False

2020-09-15 13:32:53.128463,2009559130,Rendering Software Engineer,SEDDI,True,False

2020-09-16 13:14:40.182724,1998149634,Data Analytics / Data Scientist,Evolutio Empowering the cloud,False,False
2020-09-16 13:15:05.945553,2023915044,Data Scientist,Endesa,True,True
2020-09-16 13:15:37.168264,1881484391,Data Engineer,Empathy.co,True,False
2020-09-16 13:15:52.951552,2019339369,Programador Java-Spark (Big Data),FDS a DXC Technology Company,False,False
2020-09-16 13:16:19.234808,2023883345,Data Science / Big Data,Agile Talent Spain,True,True
2020-09-16 13:16:34.931289,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False
2020-09-16 13:18:12.779607,2023915044,Data Scientist,Endesa,False,False
2020-09-16 13:18:43.464494,1881484391,Data Engineer,Empathy.co,True,False
2020-09-16 13:19:13.971227,1990942383,Data Engineer,Montarelo Consulting,True,False
2020-09-16 13:19:42.657033,1996438065,Data Engineer,Ryanair - Europe's Favourite Airline,True,False
2020-09-16 13:20:15.966818,2011545333,Data Engineer,Business & Decision,True,True
2020-09-16 13:20:42.300133,2011445534,Big Data Developer - AWS (Madrid or Sevilla),Fujitsu,True,True
2020-09-16 13:22:24.021148,1909875266,"Director, Solution Consulting",Pegasystems,False,False
2020-09-16 13:22:39.395671,2016947813,Big Data Analyst,Claire Joster,False,False
2020-09-16 13:22:55.193026,2011244008,Senior Data Analyst (FTTH Telco),Arca.,False,False
2020-09-16 13:23:28.794437,1680662672,Junior Insurance Business Analyst/Actuary (M/F) Insurance Software Industry - Madrid,msg life Iberia,True,True
2020-09-16 13:23:44.593471,2011363922,Data Analyst German Speaker,IQVIA,False,False
2020-09-16 13:24:14.420146,2011631796,BUSINESS ANALYST,Axactor Spain,True,False
2020-09-16 13:24:29.906904,2011286105,Data Analyst Customer Interaction,ING España&Portugal,False,False
2020-09-16 13:26:06.886258,2023915044,Data Scientist,Endesa,False,False
2020-09-16 13:26:21.956551,2011648007,BI DEVELOPER,IECISA,False,False
2020-09-16 13:26:52.673069,1881484391,Data Engineer,Empathy.co,True,True
2020-09-16 13:27:07.397299,2019339369,Programador Java-Spark (Big Data),FDS a DXC Technology Company,False,False
2020-09-16 13:27:36.522791,2011394039,Programador Full-Stack,BBVA IT España,True,False
2020-09-16 13:28:07.124233,2023884093,Desarrollador de Python,ALTEN,True,False
2020-09-16 13:29:43.898979,2150330727,Power BI Consultant,Bluetab Solutions,False,False
2020-09-16 13:29:59.110455,2019311627,Business Intelligence Developer,Plain Concepts,False,False
2020-09-16 13:30:14.162061,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False
2020-09-16 13:30:29.417692,2011134365,Business Intelligence Analyst,JUST EAT,False,False
2020-09-16 13:30:57.265504,2151646046,Business Intelligence DataWarehouse,Ryanair - Europe's Favourite Airline,True,False
2020-09-16 13:31:21.946398,2004842911,Business Intelligence & JS developer (100% remote),UST Global España,True,True
2020-09-17 12:49:27.428330,2164943560,DATA ENGINEER SENIOR AZURE,Tinámica,True,False
2020-09-17 12:49:42.674465,2022995533,Consultor/Desarrollo MICROSTRATEGY,Innova-tsn,False,False
2020-09-17 12:49:57.875242,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False
2020-09-17 12:50:12.688068,2012647515,Business Intelligence Consultant,Visualitics,False,False
2020-09-17 12:50:39.991503,2151646046,Business Intelligence DataWarehouse,Ryanair - Europe's Favourite Airline,True,False
2020-09-17 12:50:55.318333,2004842911,Business Intelligence & JS developer (100% remote),UST Global España,False,False
2020-09-17 12:52:30.514625,2023915044,Data Scientist,Endesa,False,False
2020-09-17 12:52:45.444559,1881484391,Data Engineer,Empathy.co,False,False
2020-09-17 12:53:15.900881,2164943560,DATA ENGINEER SENIOR AZURE,Tinámica,True,False
2020-09-17 12:53:42.076446,1909505487,Data Engineer (Remote),Cloudbeds,True,False
2020-09-17 12:54:07.577954,2011690385,Data Architect & Data Engineer,Grupo Ontwice,True,True
2020-09-17 12:54:22.859039,2011445534,Big Data Developer - AWS (Madrid or Sevilla),Fujitsu,False,False
2020-09-17 12:56:15.816321,1734618496,Python Developer,Telespazio Ibérica,True,True
2020-09-17 12:56:31.018045,2002165349,Programador Python,Innova-tsn,False,False
2020-09-17 12:56:45.967365,1881484391,Data Engineer,Empathy.co,False,False
2020-09-17 12:57:11.921442,2024570635,Ingeniero de Software Embebido C/C++,Novabase,True,True
2020-09-17 12:57:40.272575,2018444247,Remote Python/Django Senior Developer,Woonivers,True,True
2020-09-17 12:58:12.170326,2023884093,Desarrollador de Python,ALTEN,True,True
2020-09-17 12:59:46.560979,2022325025,Information Technology Business Analyst,Net Talent,False,False
2020-09-17 13:00:01.943304,2011268679,Business Analyst - Behaviour Driven Development (BDD),everis,False,False
2020-09-17 13:00:17.036719,1680662672,Junior Insurance Business Analyst/Actuary (M/F) Insurance Software Industry - Madrid,msg life Iberia,False,False
2020-09-17 13:00:32.415917,2011363922,Data Analyst German Speaker,IQVIA,False,False
2020-09-17 13:01:01.773338,2011631796,BUSINESS ANALYST,Axactor Spain,True,False
2020-09-17 13:01:26.189856,2023939611,Multi-channel Marketing Business Analyst,Orbis Consultants,True,True
2020-09-17 13:01:57.854238,2011706044,Banking Technical Lead,SoYou_Bankia,True,True
2020-09-17 13:03:33.267805,2023915044,Data Scientist,Endesa,False,False
2020-09-17 13:03:48.479984,1881484391,Data Engineer,Empathy.co,False,False
2020-09-17 13:04:18.387249,2164943560,DATA ENGINEER SENIOR AZURE,Tinámica,True,False
2020-09-17 13:04:33.190108,1809141101,Junior Technology Consultant,Minsait,False,False
2020-09-17 13:04:48.224773,2011328014,Technical Architect,Savana Médica,False,False
2020-09-17 13:05:03.345971,2011545333,Data Engineer,Business & Decision,False,False
2020-09-18 13:19:56.301350,1734618496,Python Developer,Telespazio Ibérica,False,False
2020-09-18 13:20:12.425432,2002165349,Programador Python,Innova-tsn,False,False
2020-09-18 13:20:27.861819,1881484391,Data Engineer,Empathy.co,False,False
2020-09-18 13:20:43.517952,2150626162,APPLICATION: ANALISTA DE DATOS JUNIOR,Implemental Systems,False,False
2020-09-18 13:20:59.071131,2010153271,Programador/a JAVA,Innova-tsn,False,False
2020-09-18 13:21:30.950993,2011703320,Python Developer - Django,Mr. Milú,True,True
2020-09-18 13:21:46.756206,2023884093,Desarrollador de Python,ALTEN,False,False
2020-09-18 13:23:23.255761,2023915044,Data Scientist,Endesa,False,False
2020-09-18 13:23:38.763122,1809141101,Junior Technology Consultant,Minsait,False,False
2020-09-18 13:23:54.941704,2011137934,DATA ENGINEER SPARK + HADOOP,SICPA,False,False
2020-09-18 13:24:10.488292,2011328014,Technical Architect,Savana Médica,False,False
2020-09-18 13:24:26.197416,2023883345,Data Science / Big Data,Agile Talent Spain,False,False
2020-09-18 13:24:41.373038,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False
2020-09-18 13:26:16.892855,2150330727,Power BI Consultant,Bluetab Solutions,False,False
2020-09-18 13:26:32.677227,2022995533,Desarrollador MICROSTRATEGY,Innova-tsn,False,False
2020-09-18 13:26:48.420984,2010335374,Visualización Azure Power Bi,everis,False,False
2020-09-18 13:27:04.008100,1912377274,EXPERTO EN SNOWFLAKE,FDS a DXC Technology Company,False,False
2020-09-18 13:27:19.979257,2011134365,Business Intelligence Analyst,JUST EAT,False,False
2020-09-18 13:27:47.158119,2151646046,Business Intelligence DataWarehouse,Ryanair - Europe's Favourite Airline,True,False
2020-09-18 13:29:31.685312,2011318342,Software Engineer,Randstad España,True,True
2020-09-18 13:29:46.803739,1881484391,Data Engineer,Empathy.co,False,False
2020-09-18 13:30:02.406679,2011137934,DATA ENGINEER SPARK + HADOOP,SICPA,False,False
2020-09-18 13:30:17.846304,2011328014,Technical Architect,Savana Médica,False,False
2020-09-18 13:30:33.152594,2011690385,Data Architect & Data Engineer,Grupo Ontwice,False,False
